date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:26	36912/36912	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:25:18%20GMT	https://templatemilk.com/templates/nave/portfolio-style-01-col-3-grid-boxed-gutter.html	templatemilk.com/templates/nave/portfolio-style-01-col-3-grid-boxed-gutter.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:27	36777/36777	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:25:18%20GMT	https://templatemilk.com/templates/nave/portfolio-style-01-col-3-grid-boxed.html	templatemilk.com/templates/nave/portfolio-style-01-col-3-grid-boxed.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:28	27690/27690	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:25:18%20GMT	https://templatemilk.com/templates/nave/page-portfolio-about.html	templatemilk.com/templates/nave/page-portfolio-about.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:30	29943/29943	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:25:18%20GMT	https://templatemilk.com/templates/nave/page-portfolio-services.html	templatemilk.com/templates/nave/page-portfolio-services.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:31	27184/27184	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2005:34:18%20GMT	https://templatemilk.com/templates/nave/page-portfolio-contact.html	templatemilk.com/templates/nave/page-portfolio-contact.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:32	55872/55872	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:20:50%20GMT	https://templatemilk.com/templates/nave/blog-post.html	templatemilk.com/templates/nave/blog-post.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:34	71869/71869	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2008:25:18%20GMT	https://templatemilk.com/templates/nave/blog-post-sidebar-right.html	templatemilk.com/templates/nave/blog-post-sidebar-right.html	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:35	3398/3398	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Dec%202019%2003:41:34%20GMT	https://templatemilk.com/templates/nave/images/separator.png	templatemilk.com/templates/nave/images/separator.png	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-4-grid-full.html)
22:35:38	37373/37373	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2002:18:10%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/09.jpg	templatemilk.com/templates/nave/images/project/style-01/09.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:38	302407/302407	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jan%202020%2000:55:12%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/05.jpg	templatemilk.com/templates/nave/images/project/style-01/05.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:39	61593/61593	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2001:53:02%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/01.jpg	templatemilk.com/templates/nave/images/project/style-01/01.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:41	135570/135570	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2001:53:12%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/02.jpg	templatemilk.com/templates/nave/images/project/style-01/02.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:42	199244/199244	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jan%202020%2000:55:06%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/06.jpg	templatemilk.com/templates/nave/images/project/style-01/06.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:43	84227/84227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2001:53:18%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/03.jpg	templatemilk.com/templates/nave/images/project/style-01/03.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:45	175245/175245	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2002:12:24%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/07.jpg	templatemilk.com/templates/nave/images/project/style-01/07.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:46	191402/191402	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Dec%202019%2001:53:22%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/04.jpg	templatemilk.com/templates/nave/images/project/style-01/04.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:48	110017/110017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jan%202020%2000:54:52%20GMT	https://templatemilk.com/templates/nave/images/project/style-01/08.jpg	templatemilk.com/templates/nave/images/project/style-01/08.jpg	(from https://templatemilk.com/templates/nave/project-style-01.html)
22:35:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Jul%202022%2017:05:49%20GMT	https://templatemilk.com/templates/nave/css/niches/restaurant-01.css	templatemilk.com/templates/nave/css/niches/restaurant-01.c4.delayed	(from https://templatemilk.com/templates/nave/index.html)
22:35:50	50944/50944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2022:16:58%20GMT	https://templatemilk.com/templates/nave/images/previews/demo-portfolio-onepage.jpg	templatemilk.com/templates/nave/images/previews/demo-portfolio-onepage.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:51	24826/24826	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2005:34:50%20GMT	https://templatemilk.com/templates/nave/demo-portfolio-minimal.html	templatemilk.com/templates/nave/demo-portfolio-minimal.html	(from https://templatemilk.com/templates/nave/index.html)
22:35:53	32164/32164	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2022:16:08%20GMT	https://templatemilk.com/templates/nave/images/previews/demo-portfolio-minimal.jpg	templatemilk.com/templates/nave/images/previews/demo-portfolio-minimal.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:54	76850/76850	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2022:15:04%20GMT	https://templatemilk.com/templates/nave/images/previews/demo-portfolio-dark.jpg	templatemilk.com/templates/nave/images/previews/demo-portfolio-dark.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:55	32479/32479	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2023:56:46%20GMT	https://templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-full.jpg	templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-full.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:57	30255/30255	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2023:56:50%20GMT	https://templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-boxed.jpg	templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-boxed.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:58	34107/34107	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2023:56:24%20GMT	https://templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-full-gutter.jpg	templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-full-gutter.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:35:59	30532/30532	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2023:56:28%20GMT	https://templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-boxed-gutter.jpg	templatemilk.com/templates/nave/images/previews/portfolio-style-01-col-4-grid-boxed-gutter.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:36:01	61605/61605	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jan%202020%2000:21:38%20GMT	https://templatemilk.com/templates/nave/images/previews/project-style-01.jpg	templatemilk.com/templates/nave/images/previews/project-style-01.jpg	(from https://templatemilk.com/templates/nave/index.html)
22:36:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Jul%202022%2017:06:02%20GMT	https://templatemilk.com/templates/nave/js/jquery-ui.js	templatemilk.com/templates/nave/js/jquery-ui.ce.delayed	(from https://templatemilk.com/templates/nave/index.html)
22:36:03	76106/76106	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202019%2022:47:38%20GMT	https://templatemilk.com/templates/nave/images/about/01.jpg	templatemilk.com/templates/nave/images/about/01.jpg	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:05	103120/103120	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202019%2022:47:40%20GMT	https://templatemilk.com/templates/nave/images/about/02.jpg	templatemilk.com/templates/nave/images/about/02.jpg	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:06	4354/4354	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2004:49:42%20GMT	https://templatemilk.com/templates/nave/images/clients/01.png	templatemilk.com/templates/nave/images/clients/01.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:07	4849/4849	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2005:02:08%20GMT	https://templatemilk.com/templates/nave/images/clients/02.png	templatemilk.com/templates/nave/images/clients/02.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:08	4894/4894	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2005:02:42%20GMT	https://templatemilk.com/templates/nave/images/clients/03.png	templatemilk.com/templates/nave/images/clients/03.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:09	4445/4445	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2005:06:40%20GMT	https://templatemilk.com/templates/nave/images/clients/05.png	templatemilk.com/templates/nave/images/clients/05.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:11	5350/5350	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2005:08:34%20GMT	https://templatemilk.com/templates/nave/images/clients/06.png	templatemilk.com/templates/nave/images/clients/06.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:12	3899/3899	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jul%202018%2005:06:08%20GMT	https://templatemilk.com/templates/nave/images/clients/04.png	templatemilk.com/templates/nave/images/clients/04.png	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:13	696/696	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Dec%202019%2001:50:32%20GMT	https://templatemilk.com/templates/nave/js/counter.js	templatemilk.com/templates/nave/js/counter.js	(from https://templatemilk.com/templates/nave/demo-portfolio-onepage.html)
22:36:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Jul%202022%2017:06:14%20GMT	https://templatemilk.com/templates/nave/demo-portfolio-multislider.html	templatemilk.com/templates/nave/demo-portfolio-multislider.d8.delayed	(from https://templatemilk.com/templates/nave/portfolio-style-01-col-3-grid-boxed.html)
22:36:16	59725/59725	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jan%202020%2000:46:26%20GMT	https://templatemilk.com/templates/nave/images/avatars/01.jpg	templatemilk.com/templates/nave/images/avatars/01.jpg	(from https://templatemilk.com/templates/nave/blog-post.html)
22:36:17	17763/17763	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2010:29:40%20GMT	https://templatemilk.com/templates/nave/images/avatars/02.jpg	templatemilk.com/templates/nave/images/avatars/02.jpg	(from https://templatemilk.com/templates/nave/blog-post.html)
22:36:19	29052/29052	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2010:29:20%20GMT	https://templatemilk.com/templates/nave/images/avatars/03.jpg	templatemilk.com/templates/nave/images/avatars/03.jpg	(from https://templatemilk.com/templates/nave/blog-post.html)
22:36:20	25056/25056	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2010:29:32%20GMT	https://templatemilk.com/templates/nave/images/avatars/04.jpg	templatemilk.com/templates/nave/images/avatars/04.jpg	(from https://templatemilk.com/templates/nave/blog-post.html)
22:36:21	27671/27671	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2010:29:14%20GMT	https://templatemilk.com/templates/nave/images/avatars/05.jpg	templatemilk.com/templates/nave/images/avatars/05.jpg	(from https://templatemilk.com/templates/nave/blog-post.html)
22:36:22	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Jul%202022%2017:06:22%20GMT	https://templatemilk.com/templates/nave/page-cart.html	templatemilk.com/templates/nave/page-cart.de.delayed	(from https://templatemilk.com/templates/nave/blog-post-sidebar-right.html)
